,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,svalue
Ube2c,101.02125835799,3.85164489030239,0.465424121691578,8.52369208435169,1.54546145977676e-17,3.18131783512537e-16,1.48950898196231e-10
Zbp1,1579.68492345857,3.7062300769609,0.12181455019946,30.4876560465914,3.79842746654988e-204,4.14408436600592e-201,4.63500213998491e-109
Knstrn,177.194781004681,3.67511291067867,0.225755689126015,16.4014293667783,1.86790906037352e-60,2.91126969266787e-58,1.01680321876047e-32
Ncaph,116.566393488284,3.67140738099023,0.315200654494248,11.8253796731402,2.88594924909496e-32,1.96785664422663e-30,7.3144011364258e-18
Pdyn,16.7968463672852,3.32997168392191,0.541238729475705,6.57943584705694,4.72236606122611e-11,4.15492046193362e-10,1.60340274956011e-06
Mastl,65.5531166376006,3.25969114363549,0.399955568803642,8.46999053096656,2.45412985451446e-17,4.8681012205005e-16,1.58129232849339e-09
Mybl2,88.6383955418249,3.05489366977657,0.369946607787492,8.59735896378369,8.15715325741556e-18,1.74499102036086e-16,3.81316257190479e-09
Bdnf,16.500043773329,2.90611660859688,0.502151381504826,6.29940119802123,2.98797687391455e-10,2.31442819020026e-09,1.06347289365338e-05
Bub1b,291.656056138034,2.75190322060458,0.246138750136687,11.4525177563269,2.28413233605631e-30,1.18666113268449e-28,8.03943470469924e-14
Lrrn4,20.816551228666,2.75097501896078,1.28334783966051,3.78877959393976,0.000151389148920105,0.000491564171047128,0.0131511776385721
Aurka,140.592877957927,2.68268763696231,0.252499675789075,10.9123253014327,1.00648404864189e-27,4.57530873778459e-26,1.82118848211319e-12
Dok5,50.7544139184052,2.61975541120837,0.295980997841475,9.19507656948698,3.74727622074691e-20,9.50762408566252e-19,5.32311770679702e-09
Nnat,218.481723271229,2.46178714906708,0.22959210174711,11.0059926780436,3.57556169659512e-28,1.69605991781968e-26,2.58211320078303e-11
Rad51,89.241813808882,2.37985997460476,0.272069068341709,9.09294994525978,9.6387630042575e-20,2.38997509946476e-18,3.40110818582573e-08
Hck,24.2382558305538,2.37457390172929,0.597401592977054,4.90094063169219,9.53788784100316e-07,4.4660238774826e-06,0.000590086215830371
Cdca7,107.489328861915,2.32925564945457,0.294420403839813,8.2956738307713,1.07971412194143e-16,2.10351447685374e-15,6.01681588919934e-07
Nusap1,96.8681917441905,2.27839041428516,0.289627962224895,8.25352842749521,1.53785273183809e-16,2.89275401799199e-15,9.5344321754647e-07
Gpr176,508.491543754967,2.27572420576386,0.159095251197715,14.5101474510836,1.04495705490127e-47,1.42506018362161e-45,2.07292146111915e-16
Sapcd2,18.4363805597177,2.20367917757735,2.21122525907928,3.06907929443144,0.00214719591674757,0.00539767452804515,0.0743891563210974
Chac1,7.32555530210989,2.16121760991514,1.08786365487034,3.69316178947249,0.000221483012268851,0.000684526816955569,0.0265673587587726
Arhgap11a,128.772564545884,2.12196072931305,0.229739341077286,9.56090854011885,1.16727429738748e-21,3.3513059432888e-20,1.01776023544702e-07
B2m,50538.3221328461,2.02767814837417,0.0710657472728619,28.6311699620078,2.75073049617123e-180,1.50052348566141e-177,8.61745909601224e-48
Phf19,94.2757183557318,1.96282945151221,0.278972653559518,7.50901786025937,5.95725986290615e-14,8.02391421040817e-13,1.98846258302955e-05
Ada,119.726526406652,1.75388639268133,0.169319477919625,10.6948766973972,1.07562623175181e-26,4.69403287536489e-25,7.40253294560302e-07
Dsn1,91.535196645718,1.74559716331932,0.247203479678939,7.59442613539208,3.09159438080987e-14,4.26953097400451e-13,8.99323179718226e-05
Rtn4rl2,451.989977871029,1.68703334431109,0.145066733475822,11.9434260333196,7.02680014423862e-33,5.11082597157622e-31,1.42469235777361e-07
Oip5,26.5670769399288,1.65330022222217,0.414731471043774,5.03237701184193,4.8443538786732e-07,2.39148872472057e-06,0.00413944232386205
Rbl1,307.434698556217,1.64965542824787,0.165890054388568,10.3318356381219,5.05831843105766e-25,1.97093764581568e-23,2.95601864574009e-06
Hdc,39.9557410803976,1.64841618926931,0.477845510181289,4.63891028629669,3.50251042100452e-06,1.54082212472417e-05,0.00728764623556556
Pkn3,38.3567801325765,1.55019307448389,0.507942304337477,4.36505658374929,1.27089856513012e-05,5.02373309622088e-05,0.0217295095033707
Trim69,13.4540751601889,1.5313922501763,0.591095123287947,4.04747440593331,5.17732410182197e-05,0.00018339157776259,0.0291766887527531
Gins1,68.2035902993775,1.45292139909559,0.276648856001311,6.1130315358462,9.77560434602637e-10,6.97070871994429e-09,0.00298960540134648
Mcm8,66.3534144561073,1.45193425408652,0.380321771080277,4.93748413274296,7.91368430121656e-07,3.77023125442239e-06,0.0111973854088384
Traf1,99.6122914255541,1.41855724645049,0.301803564644548,5.65482941633575,1.56001129322744e-08,9.50822525648681e-08,0.00565613211467152
Lrrc4c,22.3629447292057,1.38360179997155,0.490196039416022,4.19645675259767,2.71123203948842e-05,0.000100269632375657,0.0396958307592069
Sox12,261.362568620601,1.36125180718473,0.147059157286667,9.78963361243169,1.24747096440283e-22,3.88854520618139e-21,0.000242286263956315
2700094K13Rik,395.84285731413,1.35847663349029,0.19358723743668,7.70723739992209,1.28570499728477e-14,1.94820021116346e-13,0.00199919332561826
Slc17a9,53.5488467803895,1.34566591782142,0.324235354480065,5.20952215074155,1.89327604870872e-07,9.97857086541648e-07,0.0196615570511585
Nek6,1049.44523503426,1.3136249395244,0.0679196172902455,19.6086225896324,1.30518935133249e-85,3.55990395575936e-83,1.98285761680939e-07
Cd44,3563.20361934724,1.29794599218773,0.079123727924346,16.7217460640771,9.10131456045359e-63,1.98590683709097e-60,6.7257802650763e-06
Frmd5,64.3119967928788,1.28594099968866,0.301653833268556,5.30079443936578,1.15299851252135e-07,6.3853877013238e-07,0.0241584743508962
Lpcat4,117.593806618625,1.15914402309334,0.222982952557427,6.07509018883211,1.2391805548654e-09,8.66632041896249e-09,0.0453216061753847
Chn1,677.974096239681,1.12824582353963,0.121620408596058,9.81927464539087,9.30103657204854e-23,2.98453850003087e-21,0.0175421135863555
B4galt5,2524.14543987221,1.12001835127001,0.0999369485316573,11.6637150786044,1.9532972283437e-31,1.06552363806149e-29,0.00921038798159044
Lama5,2498.04060184179,1.03694949993299,0.21093601095686,5.76479195664818,8.17586311154997e-09,5.21629628929884e-08,0.0694206671080528
Shc4,122.339388459609,1.02326768230485,0.227320278932283,5.40003562206373,6.66276656310866e-08,3.80580016772332e-07,0.0793099426635547
Ogfr,1403.47310230507,0.989557826230773,0.0815639064885462,12.5021148730562,7.26913593827845e-36,7.93062730866178e-34,0.096083316224853
Kif18a,52.0663058777852,0.963011328429522,0.272149270088979,4.56786688535712,4.92712761650878e-06,2.10803773710238e-05,0.107061983640529
Ggt7,146.02049472673,0.962113788224062,0.164230726611519,6.53715511805718,6.27000109295234e-11,5.3681035358963e-10,0.123422336572506
Itga4,11.8783627995194,0.874980172331371,0.560743724993554,3.08915465211586,0.00200726921237623,0.00509286211791272,0.129055109081781
Tmem8c,38.4229211984696,0.859217434588961,0.400516814261658,3.46152013392161,0.000537133941197693,0.00156270167959116,0.134892576355673
Pbx3,307.761782837352,0.858211506333482,0.13744601721598,6.78749524305225,1.14097020002629e-11,1.06393033181939e-10,0.246421125342524
Hat1,434.343412960711,0.851462141008691,0.131892304593572,6.97526699184274,3.05290473081096e-12,3.11282155263061e-11,0.278823434353969
Zdhhc12,164.6992743694,0.839863021253656,0.127625924964065,7.07945211860164,1.44725492778214e-12,1.57895512621032e-11,0.309145316882974
Dut,468.691357859888,0.828642378667023,0.14039126520903,6.44787409005068,1.13429934595684e-10,9.37515595787054e-10,0.299225930466264
Grb14,220.336954992749,0.825275596032741,0.15382333448946,5.96293815624825,2.47742206877464e-09,1.6582009061553e-08,0.283980656087928
Trp53i11,333.861754316236,0.80652069517471,0.106412698160145,7.98353426289894,1.42201817398755e-15,2.38680281203142e-14,0.460448916437175
Ptrh1,133.510814388475,0.780886225959218,0.143670355821934,5.98332421584614,2.18628967329205e-09,1.47237162565532e-08,0.38500008366991
Wdr76,114.314917959171,0.776214135996797,0.172858417448473,5.15661210902231,2.51457954170446e-07,1.31894532692287e-06,0.318858248507354
Helz2,4203.38797636443,0.768284364716037,0.10559788631466,7.66685388668806,1.76266378834444e-14,2.54158132372416e-13,0.526102206792991
Nudt5,299.061917670191,0.766070550195561,0.113606772217657,7.16620604173842,7.71047016513843e-13,8.85486626333266e-12,0.50768561491285
Il15ra,264.771031528882,0.763600097943569,0.148385636972635,5.7114953773837,1.11987739833851e-08,7.06234821726772e-08,0.404559676158641
Lrp2,9.79696129113795,0.760504374611098,0.862264682087388,2.56426821387118,0.010339361174643,0.0218186519178637,0.152814664753913
Fam129b,3289.75525004342,0.75865190427645,0.0772934854881524,10.094275863087,5.85616858506736e-24,2.20313100907189e-22,0.685194939013959
Il1b,43.4000084430391,0.753363850501356,0.490392296143209,2.95405331983045,0.00313629812753449,0.00763772602040207,0.158824096103412
Ube2l6,1787.81338163894,0.751415300131502,0.0628406453273684,12.181018771931,3.92350002115564e-34,3.54277239944667e-32,0.735367187237331
Samhd1,4203.41968701128,0.744397687643677,0.108798532549485,7.24262260970564,4.40090265271714e-13,5.27624702649934e-12,0.561453188100973
Ptprj,427.043566922013,0.731959731372352,0.132724203816722,6.01389555242705,1.81117230723858e-09,1.2349931169983e-08,0.496580595071868
Stom,861.555852120612,0.727085233217514,0.111258166276286,6.94481802725172,3.78948473618552e-12,3.7929613276866e-11,0.57831442998893
Ifih1,1198.67505495239,0.722658040575059,0.0627842513470743,11.7297224699702,8.9752465931634e-32,5.15368107007435e-30,0.754912866633864
Timm10,159.378036269092,0.708082341755392,0.123103664042667,6.21159723854702,5.24487187371701e-10,3.89262259471106e-09,0.572134228748076
Ptges,4578.06194337874,0.695720158173069,0.077403946252924,9.2623706814844,1.99942692010605e-20,5.45343692458924e-19,0.73208033304715
Psmd14,1097.82073643469,0.683337931295014,0.0761590345803522,9.24272719636319,2.40293045549761e-20,6.39413933401925e-19,0.741705058701636
Disp2,22.4841188401862,0.682739866643222,0.527317198596652,2.72458223128831,0.00643828954655467,0.0144233550211317,0.188208481537331
AV039307,5.42813339553472,0.675246816603713,0.926042089321747,2.3930880380942,0.0167072316601475,0.0330209959080089,0.19396957063988
Slc20a1,1049.29167339423,0.669861562276409,0.101333392083807,6.98467928740519,2.85507429804663e-12,2.99508274920084e-11,0.696253638759866
Trmt6,401.741687990006,0.649667266292392,0.0896087690948871,7.5806821102845,3.43742896158277e-14,4.6877937463585e-13,0.730406108207917
Tgif2,310.498357326783,0.648388369988607,0.11632325591062,6.01683162113565,1.77863917270342e-09,1.22043731913172e-08,0.674538458193226
Eif6,1408.10459229532,0.638490120828002,0.0532712852761535,12.1750480919385,4.22145198834158e-34,3.54277239944667e-32,0.824295854530792
Pcna,1850.73232065411,0.633461648800202,0.103116393714977,6.53532269893954,6.34725349340625e-11,5.3681035358963e-10,0.706573893255778
Wisp2,7312.92748155004,0.633169482628389,0.221214097018681,3.69754748300922,0.000217692508618231,0.000676745597561515,0.415825053639334
Rapsn,30.4091221676464,0.595258474333764,0.289716027845092,3.05782423499545,0.00222950303369791,0.00558560552046941,0.333035472098227
Nmi,544.127151455746,0.590873719408887,0.0891183884738036,6.98127924442694,2.92504251722417e-12,3.03925846313483e-11,0.762992545094937
1110008P14Rik,314.749599009005,0.589832954193095,0.104500981574238,6.05988442077054,1.36219394694256e-09,9.46594647206582e-09,0.733733896977722
Set,2943.40264537794,0.582799655436133,0.0847783541608492,7.21109076370361,5.55054400351441e-13,6.5114446320798e-12,0.775336635533492
Fmn1,311.924285087732,0.582095349808725,0.125233336047073,5.15073847143627,2.59462787952266e-07,1.35442058208575e-06,0.700465812872288
Apip,455.877217006208,0.576879653027705,0.0847913680532636,7.14309018251946,9.12557107618452e-13,1.01591816776707e-11,0.77707820968333
Erich2,5.29374314346715,0.576574475261614,0.885751389560808,2.24299943265984,0.0248968510894673,0.0469938832847904,0.205872181810467
Atp8b4,10.9962348514508,0.572195890286096,0.489543650601799,2.49491860537246,0.0125986025848556,0.0260817370399952,0.217702909107742
Rpl12,11103.8430970791,0.567786629464874,0.0790256291470451,7.50469596449437,6.15713379296702e-14,8.19199142454515e-13,0.789583572812127
Sardh,1791.76949285714,0.565851074248678,0.0653137598296503,8.92695338622384,4.37901834040318e-19,1.03858891508258e-17,0.821015071731724
Frzb,45.8937597986146,0.565562318035816,0.443098199111332,2.53778818582966,0.0111555479196137,0.0234477857869141,0.235058335331649
1500012F01Rik,659.152789533361,0.564932549616538,0.117848791710745,5.2735548120861,1.33806265782459e-07,7.33581085269661e-07,0.719905258229004
Ahcy,1533.91710245586,0.563925800937934,0.0924224846671108,6.479157337297,9.22362840192519e-11,7.74075275884645e-10,0.766835885624796
Psma7,1834.78689762386,0.561142413300098,0.0577811236520876,9.945562687424,2.63679604217939e-23,8.98982650630534e-22,0.840534684980739
Rnf114,1440.38249838069,0.557608706244899,0.0622758209435718,9.20833818929882,3.31212728529179e-20,8.60364492441273e-19,0.830175717666503
Caprin1,5446.89352548654,0.551934426290719,0.0747975535137149,7.68891248571948,1.48390915940603e-14,2.18776336879998e-13,0.806567857808216
3300002I08Rik,21.0637949793359,0.549707545089382,0.367861288722347,2.62613474497413,0.00863606229594244,0.0186275350513269,0.294188562354871
Gm13315,408.341563393203,0.543101995616101,0.122165143527726,4.94935831689518,7.44585573080871e-07,3.56290728171592e-06,0.72260626344124
E2f1,313.042290526805,0.532024380514198,0.183486336009611,3.60531983306506,0.000311768724207223,0.00095011083270972,0.603192275368096
Surf4,9155.7033784281,0.531571964435407,0.0571716247390997,9.54262186621092,1.39266061751435e-21,3.89587880437988e-20,0.91013465059852
Suv39h2,64.3514046487249,0.528498197909204,0.197322249140781,3.42189254160724,0.000621868860193306,0.0017772088251974,0.567924484009601
Rgs19,366.169571193849,0.515937112786774,0.114361754059544,4.99375921923684,5.92152155443243e-07,2.85857522826804e-06,0.746262998761908
Kif5c,7.92084965389304,0.512151027488531,0.569099153854279,2.26902436911839,0.0232668439808161,0.0443003957819727,0.229321632339426
4930426L09Rik,6.68990470062273,0.509535518567634,0.638003084688692,2.22261438356866,0.0262418134808124,0.0488785391323759,0.223542642650185
Apbb1ip,903.626952744771,0.507955215791792,0.14756024544979,4.0378695709337,5.3938827283441e-05,0.000189219487351235,0.699423553620101
Nxt1,261.139822799305,0.503123231080182,0.0937464703935885,5.77502318252132,7.69424907159944e-09,4.93789749242058e-08,0.785928697494482
Itpa,696.490286210067,0.497267570176032,0.0774101237158953,6.76862335967154,1.3001350891916e-11,1.20207405280342e-10,0.818758959190786
Psmc3,3165.23241124251,0.494428288574458,0.0406921324160202,12.3374456843253,5.69335494368791e-35,5.6467729486941e-33,0.919673430702588
Snhg7,43.4122419044089,0.482923746375613,0.256765542612822,2.74232276953551,0.00610063618120742,0.0137771117911183,0.47903464115372
Gss,354.683584822197,0.482478175366192,0.100987931894006,5.21797685423929,1.80888061835915e-07,9.69357373618736e-07,0.781593077701449
Snai1,2793.4514863049,0.472281939384055,0.110786259253264,4.73895414094901,2.14824110905485e-06,9.72502510364663e-06,0.769944728827491
Cers6,1847.72553725529,0.472132556532368,0.098685094329115,5.21760168216319,1.81254724306345e-07,9.69357373618736e-07,0.787510504843356
Rpl35,5558.88925278894,0.47057862375421,0.0900226165363305,5.62882232129461,1.81444183755862e-08,1.08766815647058e-07,0.803930146794445
Psmb7,1768.08692311845,0.464587627229725,0.059157861953441,8.1309066310754,4.26091454147272e-16,7.74776294124457e-15,0.896681753981532
Ak1,1915.82915206738,0.461346556407713,0.0776161652880511,6.29873259220036,3.00089172407119e-10,2.31442819020026e-09,0.827802923302575
Eif2s2,2107.98996624455,0.457743906062416,0.059067456654614,8.02803090988637,9.90495285667578e-16,1.68848493228645e-14,0.918689222030706
Prr5l,863.267127264337,0.450402498529125,0.156997180981131,3.47802193245878,0.000505128592304638,0.00147746727668729,0.703550888838653
Slmo2,656.76472169889,0.450006756550124,0.06855054710051,6.88417704651901,5.81225518722472e-12,5.71276613447042e-11,0.847847027468394
Hspa14,880.773229797428,0.442559924951163,0.0629684229242137,7.32531282971955,2.38342067562862e-13,2.9548999512623e-12,0.908026934514477
Slx4ip,55.4148510208214,0.43970923459238,0.235275207069375,2.65060108999429,0.00803486782504824,0.0175672160263079,0.550233669981592
Ncs1,402.169226441778,0.438698337861969,0.17416283817974,3.16470498559013,0.0015524026726054,0.00409099351645529,0.690821995029726
Gm14005,220.568454881061,0.430220258868356,0.155016679944547,3.3696496135804,0.000752638203069457,0.00208938493523862,0.714342760958104
Neurl2,53.9864369744714,0.425560139966047,0.208068332468176,2.75775490804554,0.00581998164911815,0.0132283332899748,0.625363002864803
Atp5g3,2500.80352443086,0.423810064285515,0.0680338289183365,6.54707646896515,5.86743243428911e-11,5.12109502864754e-10,0.85834033591885
Hnrnpa3,10304.4958424194,0.421857095436639,0.0708625090445016,6.28189783833611,3.34464619200756e-10,2.55175454229388e-09,0.854272406375979
Cdc25b,507.931653386609,0.415222710856701,0.236295944128779,2.51920855389878,0.01176189673171,0.0244889872791901,0.557031212461717
Ptgs1,1457.04985618189,0.41454563412781,0.106727568463889,4.33722459841397,1.44293159544291e-05,5.64243143594342e-05,0.790095534872954
Entpd6,205.783197112346,0.41095557832487,0.133791673584366,3.6008263032762,0.000317207449853955,0.000963992556519958,0.753512398388347
Ptpla,140.629577866629,0.409870319524049,0.207954566456687,2.66987704764172,0.00758790266341222,0.0167240440520863,0.636325629577071
Ccdc34,304.524868581312,0.404424672873577,0.136715550846993,3.49121826735811,0.000480823271584814,0.00141395738355534,0.750662906636155
Arhgap1,4229.55146698132,0.403143085547308,0.0464475455961385,8.90357084907713,5.40782288824727e-19,1.25530527044208e-17,0.882143804063633
Rpl7a,12863.1498655968,0.397421491187994,0.0636657844413036,6.53770862633028,6.24684729370938e-11,5.3681035358963e-10,0.862187323601565
Ola1,793.603108369357,0.397104960277977,0.0830998454470681,5.14691844219014,2.64800384975616e-07,1.37570104765903e-06,0.832484008882683
Nup188,1665.0252530308,0.39596961963956,0.0610875608272558,6.76664488516512,1.31803046359473e-11,1.20837918973265e-10,0.904673220524397
Znfx1,2938.48462404007,0.385923991022565,0.102123112853362,4.20441237567581,2.61761319210867e-05,9.74681226140121e-05,0.805696541856644
Edf1,2160.70184169412,0.382394963715211,0.0752805589503878,5.4138203678142,6.16940595810898e-08,3.56128142872852e-07,0.881005882171834
Pkig,1449.75627982995,0.382258755032354,0.135185800850866,3.34171246468122,0.000832632652771794,0.00229394501054047,0.759691643582321
Gm13498,1222.92484756465,0.369800434932286,0.109914424229444,3.80230805013961,0.000143354325384111,0.000466864385056911,0.796531284547777
Mrps2,464.196921470477,0.368575948546956,0.0695566005188955,5.60554400474899,2.07601867420824e-08,1.23767014948699e-07,0.86562190743704
Fjx1,78.8695049159194,0.361737383059894,0.219195518425755,2.32307484810569,0.02017513189146,0.0389542714277102,0.63325861398908
Rbm38,58.077875083307,0.357617519131394,0.22929702076068,2.24715977132834,0.0246298181252671,0.0465704186735986,0.612014893459865
1700037H04Rik,236.499156203169,0.357302419875975,0.111899726982847,3.62682298741723,0.000286929848792765,0.000876864047711222,0.796050271051274
Hsd17b12,1529.11313044648,0.357185734117147,0.0849181861063204,4.55928482791294,5.13281170238513e-06,2.18745998722741e-05,0.839047135400335
Fbn1,66740.6509120827,0.353102740210292,0.107175029249664,3.71188633947394,0.000205720368115991,0.000644945177053294,0.805257933601268
Ssrp1,3756.93815368722,0.349843302197153,0.0709768760044987,5.22975866078048,1.69731469125824e-07,9.21278770230218e-07,0.912592973226524
Pfdn4,247.610421098619,0.348821634377804,0.112580543689436,3.52686547008514,0.000420510367285933,0.00124667611605694,0.797960807096787
Cstf3,456.11407480349,0.347944467400138,0.0774709156824964,4.81321430166396,1.48521873052947e-06,6.83701955699433e-06,0.850483994063396
Src,1841.08878270554,0.346982241734019,0.067540953456403,5.42405331389704,5.82624917872317e-08,3.38108396488669e-07,0.920561017103664
Tank,568.819297432472,0.344332826359631,0.0715622672972388,5.11080833365994,3.20783302817494e-07,1.6508235064806e-06,0.888826371874458
Vim,57814.4768781123,0.343151781632203,0.0596697337279496,6.0062735792126,1.89835767718036e-09,1.28640262472284e-08,0.876931903815377
Xrn2,1618.21096194522,0.342536782800035,0.063569454199114,5.65783806693637,1.53291662252214e-08,9.47720182672719e-08,0.918226791065952
Ube2v1,2957.32765671553,0.342172710037275,0.043237045115502,8.10439367082112,5.30092056915849e-16,9.19263854124713e-15,0.849177035969545
Rrbp1,14233.9211158294,0.341314603045003,0.0692835964428446,5.21544754519171,1.83373948164158e-07,9.75907207059007e-07,0.892026613985707
Hypk,981.419098338183,0.338527714307237,0.0756082058689876,4.78622592883696,1.69946742046806e-06,7.79041578038091e-06,0.906430872640542
Tnks1bp1,7513.12723245781,0.3382919053497,0.0683879769601161,5.23051975463019,1.69034111445821e-07,9.21278770230218e-07,0.893885934286076
Exosc2,430.575113838569,0.336993386940525,0.0969473553095959,3.8504135463843,0.000117918549473296,0.000389845871137472,0.823937274642091
Stam2,1198.73346174115,0.333510043034307,0.0690037661891868,5.11581043849244,3.12396681193756e-07,1.6152833136606e-06,0.900033910283406
Stk35,993.797825901353,0.329330124776294,0.0768016139531224,4.59372152413377,4.35410339735732e-06,1.87020740414049e-05,0.919598569035023
Gm14295,213.10488909039,0.327335189428955,0.142225286880816,2.78082228881201,0.00542214096415253,0.0124015844693719,0.762339637788647
1110008F13Rik,1042.87221150657,0.32394347390131,0.054742976522997,6.14240463123762,8.12814802567895e-10,5.87272152054022e-09,0.917127055306993
Nop56,1473.3188384227,0.319837351686129,0.0766052752504711,4.47231269937634,7.73781658954451e-06,3.1617819847165e-05,0.848647832586982
Rpp38,82.1727322330449,0.315742460239428,0.161544597572492,2.46121540172726,0.0138467205534818,0.0282369572408385,0.738574466988618
Zdhhc5,3084.78158587837,0.314213698688643,0.0520577755708374,6.24441111344754,4.25399756984046e-10,3.17884338951777e-09,0.917601971895492
Gabpb1,455.19646893898,0.313083518815245,0.0775083563557313,4.33355262399828,1.46722187884174e-05,5.71692524934406e-05,0.890519371287538
Col5a1,39288.3251867448,0.312104102456241,0.119697552958281,3.01772745734376,0.00254677836262432,0.00628627871860438,0.795081388764964
Nup35,540.192841006612,0.309339119368933,0.0809369498228644,4.12344778136706,3.73243105402434e-05,0.00013528512557942,0.859034746036895
Coq4,179.540825757704,0.30710002203748,0.130371507853213,2.78538977438244,0.00534634136165712,0.0122539042553948,0.77992159715578
Mtx2,667.859513073344,0.305171790587977,0.059679638101674,5.34244982657833,9.16987571256247e-08,5.15687340330188e-07,0.87866281937353
Dtwd1,181.805786354644,0.302653421085777,0.118034338953587,2.95981300430195,0.00307825824169048,0.00752999942081684,0.79843286127417
Lbp,1724.25833983098,0.298538090977465,0.113131979452038,3.01787509790001,0.00254553797116245,0.00628627871860438,0.807431394153445
B3galt1,166.764007195381,0.298119400743533,0.174746583167056,2.21636347066663,0.0266666193503353,0.0494783702571697,0.72171172016319
Sec23b,1494.92134408911,0.297761304140309,0.0862636956502884,3.75795912049963,0.000171304858496643,0.0005513085564007,0.84621972294934
Slc35c1,498.123962867548,0.296430724959362,0.0731689897285028,4.31692292371885,1.58219375150701e-05,6.07807529188081e-05,0.918918481743026
Pigt,2526.6305576197,0.295773681755788,0.0696366052291819,4.50131652286255,6.75338476047114e-06,2.80149915348822e-05,0.915751234936113
Atp5e,1605.20681441271,0.29528997033283,0.0815751734022071,3.90988635351741,9.23395545116007e-05,0.000312864763888684,0.88357525583614
Ndufa8,953.54772501152,0.291834312816184,0.0532008911337365,5.68222859205353,1.32950794973575e-08,8.33616766184889e-08,0.919297721772292
Pdhx,409.139301243797,0.290447299943774,0.070225547339182,4.38692002127941,1.14967039560932e-05,4.5777021956561e-05,0.918149207376261
Blvra,330.385294903216,0.290288797579632,0.0811667580714971,3.86036107604843,0.00011321959668388,0.000378903619577033,0.917523197490038
Cse1l,1478.3993272766,0.285930006544413,0.083694139160913,3.70321866582924,0.00021288123808498,0.000665482609600897,0.904778437720287
Gorasp2,4312.50067379596,0.282597647659856,0.0374029676675687,7.69155380113032,1.4535878421655e-14,2.17241689835967e-13,0.86707128593926
Snap23,1356.15120875032,0.277708967985526,0.0608006762628985,4.77783080119805,1.77196384716274e-06,8.08875546968432e-06,0.889820261270217
Ckap5,1984.44351478875,0.277621224945869,0.0643417544893927,4.5360432218865,5.73194380787917e-06,2.40521180553699e-05,0.907135914504391
Rabepk,347.427107631788,0.277068714094874,0.0927648483413252,3.28929184915884,0.00100439817054788,0.00272586667678542,0.840239378841814
Adrm1,1814.25956762062,0.27488471697801,0.0624796467765919,4.61269471669765,3.97481890065178e-06,1.72770016757414e-05,0.904037001751479
Med19,475.63064862624,0.270552981935165,0.0859166824604165,3.42598188624705,0.000612581233064293,0.00175906426514644,0.894146336901325
Kcnip3,152.873785143834,0.270272109717493,0.151230223673088,2.21477541672448,0.0267754833820405,0.0495948124256754,0.761022974391846
Prpf40a,1410.97853861131,0.269970323013643,0.0784790868643156,3.69576494042479,0.000219225732748095,0.000679475211443669,0.899801701015772
Bloc1s6,542.853194838705,0.266942626394471,0.0648507208826193,4.32953407307514,1.49425150540432e-05,5.80152452810005e-05,0.910877339436549
Prrx2,509.326247642751,0.266079083039664,0.137599773197397,2.32810435820509,0.0199065629475816,0.038615085106094,0.778224335863079
Zc3h15,1279.8325585791,0.264179188728707,0.0691100041846028,4.045823826902,5.21394347698628e-05,0.000184091014025632,0.855007167352235
Edem2,911.136526118194,0.263536576826917,0.0796405068688028,3.56144638132509,0.000368817433721424,0.0011084843531407,0.863495671795221
Cpne1,3389.18572215802,0.261572772891492,0.0474873867171349,5.66415208107566,1.47753321871347e-08,9.211364237808e-08,0.91838151804596
Raly,3566.41386796621,0.261330300745689,0.0534072730247322,5.06714240654036,4.03832170396958e-07,2.03032671844738e-06,0.851000456950915
Ssb,2453.51414571229,0.261002161298562,0.0600823630692835,4.53791365154485,5.68135129690843e-06,2.39318697487533e-05,0.911426349665893
Ptges2,429.466014894875,0.260581904983619,0.0790242545066333,3.54510823283084,0.000392451902497097,0.00117627754292399,0.907235768359763
Gpcpd1,597.103876350553,0.256952072869384,0.110482906480431,2.64874154318368,0.00807920921532722,0.017628834507844,0.816053869030107
Atp5c1,2837.34791072801,0.256613390377287,0.0599546027708889,4.46982403045905,7.82839772199889e-06,3.18685892339582e-05,0.861966823319327
Hspa5,31785.8998240817,0.253416568057004,0.120858953998058,2.43877436554064,0.0147371667490177,0.029623338963923,0.803483518430994
Pdia3,24427.7219407162,0.250716387125313,0.0959932963505543,2.89260791841418,0.00382057903746138,0.00908115845287662,0.839645473186951
Pmpca,1429.6630409086,0.249816021250244,0.0547132104981916,4.7346620015282,2.1942045177532e-06,9.81097183962598e-06,0.911335318165036
Ptpn1,2216.51692033056,0.246556544989554,0.0643553572006394,4.02453386149067,5.70882798512131e-05,0.000198354501011699,0.905611886843085
Ywhab,8137.97274303651,0.244587813047124,0.0539281450478774,4.69775558388057,2.63035930263756e-06,1.17131510170513e-05,0.894016295546167
