,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
Scn3a,12.3809131699805,12.3321026360777,12.2790527500148,12.1951280269762,12.372869635227,12.285838581946,12.3611171863474,11.7268872231864,11.6455659222067,11.7856468615506,11.7942929801877,12.2427378003443
Aqr,10.9232322258707,10.8783100700302,10.8658426970901,10.8409605895512,10.8431048059175,10.8699043933173,10.8720482062705,10.962271027959,11.0199629460288,11.0056307315691,11.0283690261548,10.8558745681468
Cntrl,9.99295740830807,10.005296708065,9.93878152762759,10.0812738160312,9.96617497706225,9.94814533860613,9.86923158023438,9.95268922680522,9.95730363567835,10.0418484545718,9.97826992453996,9.98312868569227
Rbm39,12.4242070988415,12.3955674923326,12.3533333213497,12.4239643218007,12.4728552893985,12.4057900393362,12.3842352866704,12.3796742542849,12.3056396033818,12.4149390244269,12.3658627766417,12.3701810319865
Rbm38,5.81530964428621,5.76321113750573,5.86611367612607,5.84037713733963,5.81037525337824,5.83032344849269,5.82229873160267,5.96239484213848,5.95908192179191,5.8362311880571,5.86999244373357,5.75496382625118
Lrrn4,4.21523717943579,4.23730249663047,4.26032609055942,4.2114530163105,4.09559761572417,4.25447263788059,4.21008637718318,4.30110916437098,4.47663116363247,4.29473254754711,4.38799188249343,4.29318493218034
Fgf7,11.8224406657432,11.9688900136159,11.8376680339066,11.8239142658538,11.7678855585182,11.8061354265068,11.8587798144634,11.4758733337475,11.4203322385722,11.5133043502929,11.4744137303891,11.8587938112156
Ptprt,6.35553795435742,6.27274111416733,6.29642364197677,6.25300209020026,6.22704599768358,6.25677782355094,6.15012574408984,6.18005483790317,6.22769201803268,6.17427766435588,6.3243512955935,6.19188633762299
Ptpra,12.0999131897661,12.1112603551563,12.1148231289472,12.045848610973,12.0674324260587,12.067278211126,12.1473411503049,11.9988094558935,12.0322073076979,12.0287987488397,12.017710327635,12.1121774432533
Ptprj,8.53954674842769,8.53167734810491,8.55736688398966,8.62469466621536,8.52223318236322,8.64194206265882,8.54093902985568,8.88553932430038,9.04305676542864,8.89765834924829,8.93133359982574,8.67188122316869
Arl6ip6,8.28164243403751,8.2890661421672,8.16687322648308,8.28895628383523,8.20917582275629,8.37644097432142,8.25985271509803,8.36706820431023,8.41372051765616,8.36864828177514,8.36315348364638,8.26325184423189
Dab2ip,11.8673939887829,11.8242486033283,11.5182405127612,11.6613293411976,11.6465465965255,11.8066613749383,11.7196801897599,11.5606534932935,11.6212002884274,11.7670936005818,11.7109859573237,11.6639480062048
Pter,8.37379723506006,8.33995538761088,8.35282534742214,8.37898934316744,8.35971299658237,8.33261168835872,8.37647839319311,8.23537019493175,8.23835856941266,8.25258991782505,8.18255921724536,8.3288595236141
Tbc1d20,10.4643064962287,10.3176862702575,10.4267130129118,10.3773212825287,10.4197308140554,10.4542143105265,10.5145519385598,10.4795519343855,10.6071135009733,10.463603261848,10.4526573641977,10.400672154672
Immp1l,8.44752187105845,8.49370161838153,8.44665840470938,8.44733694317272,8.52261281865607,8.58263679627527,8.61639099904647,8.59775776571495,8.54043940467304,8.52745864072599,8.49302589949145,8.51147420493723
Anapc2,11.8095161674606,11.7272292514947,11.8381104177898,11.8127479850249,11.8275009332411,11.7786460105543,11.8134101427585,11.7679302039916,11.7811650313552,11.719138787747,11.7097370883076,11.7584488446389
Ier5l,9.52945097255943,9.40139768472041,9.58019487409794,9.55996534546939,9.54880264269881,9.61594746475014,9.51614876442909,9.44568813121778,9.49494577046107,9.2490037590322,9.3690319879818,9.47000699410306
Nphp1,9.05274956161523,9.05695102083924,9.03903548894506,9.0876785104227,9.01527498057392,9.07420925861675,9.09269757727045,9.09031797105546,9.13891968135168,9.09790093520305,9.0307695950717,9.06807815009414
Fpgs,9.6741753844564,9.48403982482813,9.48295690542979,9.5457146360113,9.65582852704217,9.55190722687825,9.52556512196889,9.54922907854696,9.51463077326084,9.6196349928231,9.58321936715094,9.43109466212777
1110008P14Rik,8.16838028343094,8.21958630683943,8.29453257707082,8.2161619517455,8.20337578362223,8.19872992113702,8.11195170135119,8.4526126449913,8.41769190814253,8.34739150039635,8.5125403455075,8.21966107018195
Chp1,11.9211351179412,11.9780646390859,11.9321606126497,11.8904727177334,11.9557977447669,11.9638415525407,11.9818109114391,11.9107899707505,11.8653885201534,11.9032487388159,11.9269672748337,11.9673258153145
Gm6710,5.94749258144174,5.43665941083606,6.0380590444657,5.82530577743917,6.49608996191969,6.05254231584327,6.53385108179573,5.26556851351844,6.21440180763341,6.05654982008019,5.78799432115426,6.93409008542897
Tubgcp4,10.0653125799015,9.98392493166366,10.0941179209691,9.91404605272217,10.0171763833348,10.0230084918636,10.1706652471338,10.1594680244846,10.2504558336311,10.1344307357968,10.1668458487735,10.0267765442434
Prdx6b,9.04456499066994,9.0805482859524,8.94525215145469,8.91906050301523,9.03890522666087,8.9571158587466,8.93518471603213,9.07162130342885,8.99989120912536,9.21697671153734,9.26509950269126,9.00315842763983
Zbtb6,8.15970308887904,8.12150380057838,8.13412874698821,8.10486407193359,8.12326829667475,8.07354432962204,8.11182541745265,8.13597534404952,8.16985883500175,8.20695785564463,8.19794144286863,8.11895249932632
Myef2,9.47502021647264,9.48153994073902,9.40824316545203,9.46305147784072,9.43768366360523,9.52951207526076,9.56521384347185,9.56906511072559,9.54475565977232,9.52622402340378,9.43571394280401,9.41989393691833
Qsox2,9.56495592003976,9.56855262840234,9.51886551375184,9.56877167880439,9.53501809365218,9.57949512118752,9.53611909327633,9.50639082985075,9.49695938706152,9.50216947417668,9.49563933703532,9.52918335922551
Mapk8ip1,10.1821221824145,10.1256196885894,10.2048975319342,10.2667304426729,10.1985375266096,10.2069898485773,10.2123515627521,10.0825417226775,10.1199505986703,10.0322204333579,9.96502580844441,10.1794439087774
5031426D15Rik,4.25036661672852,4.16365619763188,4.20912883199156,4.26175495710048,4.32240737660378,4.21955329660931,4.23735550166116,4.2045057791391,4.20573866160098,4.26312010723577,4.192691777075,4.23692983996902
Slx4ip,5.65797503878269,5.76982091769369,5.7962770148393,5.80274596431676,5.73826761430752,5.77897772921545,5.73248921606694,5.84017812396415,5.83868624571925,5.77152003366571,5.81153959733676,5.84862161497362
Frmd5,5.88774815446122,5.9821518816459,5.96871172657202,5.95815280754503,5.77538426755617,5.84637690507094,5.91788211692425,6.04696099757502,6.14794387056133,6.09039138812044,6.02944509529412,5.97077086772715
Dgkz,10.1156332420311,9.95468587343517,10.0566037609697,10.0944192682715,10.1347609620756,10.0934600738286,10.0238958789999,10.1577651745358,10.1780050902492,10.1173880909617,10.1491367784885,9.99405350919305
Ift52,9.48755139948567,9.50781904188643,9.51326695735672,9.48356633760889,9.42765681551683,9.47130904280003,9.4740553414265,9.49068935839827,9.56471479783916,9.51561465508567,9.54256897620704,9.52194989735848
Fam83d,4.68324036322055,4.55230392302129,4.63452677786614,4.68505097583313,4.58014642765212,4.63850576996709,4.70764454884424,4.95209208935107,5.19853362606418,5.05795142890436,4.93828845206022,4.69565152416597
Prr5l,9.58650672161091,9.9211305058127,9.82523521217514,9.78631832726051,9.47288684224989,9.63864649556962,9.36650402420666,9.78843725861717,9.77583672371401,9.70597236403183,10.0170317203094,9.7949100915485
C330006A16Rik,10.5977437689091,10.4518305379222,10.5368590467741,10.5321659910905,10.5319839222387,10.5183531276362,10.5591736137456,10.4201878526592,10.5166369586428,10.4452392443933,10.4091118139675,10.4825197972353
Tti1,9.32056523498508,9.24720867822245,9.27883012350033,9.27960726543987,9.2583904748027,9.32907937464046,9.25762300471916,9.31610737016114,9.3815825007295,9.27927215561386,9.34995138359562,9.25050904860842
Pla2r1,12.3431881195746,12.3308930113354,12.2798738131198,12.196003176246,12.3009477097493,12.1639310852591,12.2908572909378,11.9566935676601,11.8733858565604,12.0614216792661,12.0183661104612,12.2053448904104
Ak1,10.7671876081354,10.7652942346898,10.8409801366272,10.7834396680272,10.7617443834493,10.7077324284651,10.866128718109,11.0826675125265,11.1308250340246,11.1091510870713,11.0082952660274,10.8080085315017
Dnttip1,9.36083102702177,9.29311467506699,9.32090871815479,9.38344375309189,9.30619371466115,9.3159132080817,9.24815744705384,9.33934978587756,9.41434380176781,9.37683026525946,9.38205099135021,9.31347137859661
D2Wsu81e,9.17221237630532,9.21145748560727,9.22783225858362,9.25220199763076,9.1412101752091,9.21516304589315,9.19661276751525,9.28972206887969,9.33458110530908,9.24425346164867,9.23843400097943,9.22531432094043
E2f1,8.08667943191234,8.03431070940166,8.10092093112079,8.20561586985231,8.0754954767707,8.24842312103767,8.26732123823418,8.43997863694251,8.64003412588173,8.40049625989563,8.27690320396759,8.22318224319923
Col20a1,8.40874102449445,8.50710093234493,8.35717455482387,8.57995075242738,8.45676653403165,8.39587799272645,8.2584496159914,8.00799125288204,7.93091313902925,8.14172805785551,8.05638023698706,8.47804832802934
Gmeb2,9.43610788597723,9.53435961023491,9.43805902507286,9.46985752379752,9.38847956075517,9.44656988012737,9.45695506924407,9.43412062505255,9.39953292579683,9.43774319158668,9.39555950374532,9.45214358575712
Eif2s2,10.9105234369421,10.897207531876,10.8273145808579,10.8048361650668,10.9173711631504,10.9733376684847,10.9954913918056,11.2640274263266,11.2410163384884,11.2549427841722,11.2552674766424,10.881044170246
B4galt5,10.9159852191396,10.9926318691185,11.1424831095539,11.0622783332852,10.8458474441463,10.9933683227745,10.9394233741753,11.6536966600925,11.8170662092647,11.519694090201,11.653843815069,11.0858636432973
Ehmt1,10.5000653101388,10.4170065407025,10.4651818199147,10.473752164423,10.4294548533665,10.479217973714,10.438145411539,10.4370363602146,10.5053337627949,10.4073953632352,10.439897580902,10.4146934865105
Jph2,11.3099236210035,11.1506578806484,11.2003447308699,11.1114173283219,11.1651406031677,11.2123020661346,11.3037006977817,11.3293522365163,11.463148146387,11.3662998331985,11.3638286040994,11.1396707726832
Mmp9,5.56658883928568,5.45785323689776,5.74540684957183,5.83839929354158,5.37052403917453,5.64565200288601,5.72175755192998,6.60011616585174,6.89770935536831,6.33502777898276,6.16592978596905,5.55938162630319
Ubox5,7.6383525617388,7.75279847647013,7.70949293980588,7.77023647943314,7.77295439362743,7.71470675076626,7.67301168789002,7.77065382281449,7.70598440073903,7.80753758026444,7.78848910351342,7.82273088628329
Zfp661,6.62271529849605,6.74622099660347,6.62996893037347,6.78846546998813,6.66508675881873,6.67931319118501,6.55397365782255,6.70451443108122,6.57257428470107,6.67459991856478,6.64144291231259,6.656652310546
Tank,9.08211106097256,9.11326099211818,9.10353287129304,9.04658785245848,9.08046478776697,9.06107354275193,9.07596664477236,9.22653510404892,9.23825814385552,9.26737750969571,9.30942942650985,9.12333775871919
Jmjd7,6.81363019025203,6.80394326576335,6.92036730195351,6.88269923249251,6.71106956902056,6.46476282252487,6.58074140262779,6.77499851622558,6.88321434379129,7.01309705409684,6.93478654345491,6.80959847209759
Dsn1,6.23323113725893,6.13980886156685,6.17154684574027,6.21067158277534,6.20385923121624,6.26040084885784,6.31525469425218,6.66504724129224,6.7716295876031,6.68334998578807,6.58937140335866,6.217019301835
Aar2,9.32716275251253,9.3544073568883,9.37971133037786,9.36429096464566,9.31404336222674,9.32251407570328,9.27517391660328,9.37670582254627,9.40041259642106,9.36663790945496,9.42939843428715,9.36499474047729
Secisbp2l,11.3101510325718,11.3448240256379,11.2378414348443,11.2152241074418,11.2442147592509,11.3447058385829,11.3359086930625,11.151666429684,11.1738888184801,11.1803803299416,11.2117948028645,11.301110141113
Nckap1,12.2127042151259,12.1562478274541,12.1502110754808,12.1369958633635,12.253897871315,12.2753796325889,12.3430321829022,12.3555224408974,12.3746770452158,12.3592320359152,12.3047946977191,12.2165960879615
Agps,10.2679752295013,10.1526768381544,10.1864986572842,10.0920416290992,10.1409483528961,10.2131580908684,10.3164258481795,10.3195331264783,10.4304627757939,10.3244312186918,10.3156204895657,10.1365796108647
Rab22a,10.1449738487157,10.1381338771787,10.1288837271053,10.0573189776449,10.0435712981599,10.1207719663443,10.1961528753355,10.0664526003427,10.1532770820427,10.0853265639317,10.0815104044009,10.1235558083228
Serinc3,14.2672325106671,14.3368295736442,14.2489433304227,14.1881026695145,14.3001404131115,14.2629764943515,14.271307023199,14.2503166859497,14.1152829920837,14.2403331540651,14.2928432861259,14.2347037822225
Dok5,5.43316535087136,5.4398103958799,5.47755072052821,5.51915329480696,5.39668874989632,5.43325162693995,5.41768862014262,5.77229423224894,5.82928767538202,5.75498447369009,5.72894490620867,5.46032723803795
Dnmt3b,7.30977716748311,7.15524390180172,7.22825614748397,7.31026548826772,7.36887200142353,7.25919872049746,7.2470220073676,7.2198178420083,7.16505919875457,7.2017202339984,7.13188760634451,7.1595800924884
1700020I14Rik,9.2676893498245,9.21639277883032,9.25206215709635,9.24478263488067,9.17150155215756,9.26887022888184,9.2597686830227,9.2599391880848,9.41616082655693,9.28312277156661,9.29950383964143,9.2764266196355
Mga,11.4482771093815,11.5249724172612,11.4153733508759,11.4793959928881,11.4713180216634,11.5149007424481,11.5001340764321,11.3395273555022,11.3497388435095,11.41575518911,11.3664992131137,11.5582248175503
Agbl2,6.5325825342262,6.57582588826368,6.58452116097531,6.58779454640308,6.52962658013565,6.52133091122773,6.57409483914612,6.64116729104913,6.59894255349222,6.59854294968852,6.54250563634235,6.53064519661622
Kcng1,6.37508976988101,6.31974797526154,6.22339824856823,6.27444778328739,6.26262926775119,6.232590030439,6.28427264092904,6.24649788871231,6.21273009400473,6.33911905801023,6.23638691280102,6.17351967842413
Snap23,10.3057067310075,10.3381351462779,10.3094905729163,10.204419458838,10.3404150683805,10.3666881406511,10.4201492897623,10.5731695860663,10.507329533087,10.509701034178,10.5613109991451,10.3070034306717
Srp14,10.6444417330276,10.6934426483337,10.6511193878833,10.668261901303,10.6615199972711,10.6687848356437,10.6631902663657,10.703870370162,10.6076588081765,10.6427172302543,10.6311692861126,10.6143093505917
Stard7,10.7013208440959,10.6657445548934,10.6599776192085,10.7156068892557,10.7148882393828,10.7352802960434,10.7486331325401,10.5705014849367,10.6248177228277,10.610192601852,10.5412104953081,10.7336281880713
Arl14ep,9.3936893962181,9.28881619531197,9.32652563675012,9.32165141165308,9.38548219652217,9.30881509458672,9.37180196031036,9.31931778642763,9.35294822931282,9.39190588981011,9.33379324918351,9.31423943850122
Mrgbp,7.94315625759442,7.82332506709272,7.91724470870477,7.91314618874233,7.94859749086788,7.84679333305174,7.81480560343866,7.92966534118387,7.95189772078923,7.95978223699333,7.99586848656885,7.85099867997153
Shf,7.39092461060795,7.33122886051842,7.44579818170646,7.40524726609527,7.36300270514107,7.37761135473928,7.37755511375015,7.38265976564848,7.47124864113802,7.34207067035177,7.38267782695209,7.39189583054108
Cdk5rap1,7.79275113801481,7.87991632815811,7.95309698351817,7.87734419206179,7.84073313259219,7.74616329949158,7.8128010750217,7.82307794917449,7.76933971599092,7.79072889373147,7.79984390965773,7.87416008955191
Pbx3,8.07505161812518,7.99137574916873,8.11404974680661,8.15716495486124,8.03822099680388,8.13507046161381,8.07662668868829,8.41626534425402,8.62411564041087,8.40459217796307,8.41992074283396,8.16239542400428
Ptgs1,10.3695375684135,10.5406654151376,10.5237965301437,10.562712371915,10.28118320331,10.3369626688137,10.3690104903775,10.6421592356362,10.6554424692936,10.6165318887839,10.5455682254488,10.4655942836915
Adnp,11.3749024990204,11.3118718799477,11.3347530244729,11.3145419519336,11.4246091660075,11.2889504862977,11.4162344689833,11.4503854048882,11.409028605068,11.5218061402526,11.4147332301062,11.3202217471146
Lpcat4,6.72849006345528,6.65735590319672,6.81052996647278,6.81598195320926,6.72649671237189,6.62034751361463,6.70645474178574,7.02555002441708,7.0828306091382,7.03580574461938,6.94424652971179,6.71264313683443
Gca,3.63527158593516,3.615501438482,3.62543942042171,3.60832437001929,3.66728822707529,3.66355672800245,3.64888485218494,3.63778758924169,3.63952920303193,3.63332272016506,3.66510964638499,3.64925969341236
Gabpb1,8.77387647891416,8.7625623766857,8.81334898554533,8.77550166486303,8.79845651842423,8.71038416220675,8.77813363324016,8.95516486247333,8.90703970047513,8.94432544783298,8.91442329748187,8.73901725419755
Wisp2,12.6223603626971,12.8706946738855,12.6171917671392,12.5555112871632,12.6916106571524,12.5054694515518,12.4806336587925,13.0826503002372,12.7599241255292,13.1995682378761,13.2860845106114,12.6172187936327
Rnf24,9.77004510342379,9.66138446963552,9.70583463825726,9.67956865818276,9.8262488014533,9.7551912706037,9.86885644706478,9.67500839691157,9.6835574805208,9.71016484274866,9.62276564636208,9.72613725127426
Hsd17b12,10.4938174613774,10.5611509950987,10.4795133538053,10.3722928315359,10.449850090552,10.4489748611737,10.5652806435986,10.7171147571349,10.6822277829576,10.7647406536292,10.7556553934738,10.4822966500959
Ssfa2,10.7665634496685,10.7750258139818,10.78305855463,10.7700454145198,10.7839000734255,10.8549846432697,10.8524598592281,10.7349956503321,10.7439776496095,10.6648603391171,10.6803982632689,10.8013444370162
Eif2ak4,9.5407071830504,9.53844896537356,9.45677928573086,9.50263617425185,9.45495599969139,9.5059126865735,9.43489760118184,9.4741642464278,9.52224418539729,9.55295717815787,9.57811537502855,9.50077772098403
Fkbp1a,12.3579059431086,12.296980902198,12.3566679688072,12.2835215136853,12.3502136556845,12.3172823806655,12.4465525091764,12.4712903787363,12.5062837543907,12.4795279628005,12.4234042894116,12.3242819904284
Erich2,2.34995926510481,2.34529529023555,2.37810382005962,2.37045494961278,2.38662517070339,2.36445095706569,2.35854006461536,2.43782207319404,2.40561294725814,2.39497863107176,2.40853839396893,2.34975206989822
Gapvd1,10.8928193653676,10.8762861465969,10.9376751088985,10.8979586920188,10.9061923591974,10.9545945682607,10.9019234032854,10.9354522113865,10.9426612903007,10.8328701189357,10.9252577007907,10.8968682193408
Cnbd2,5.95610202525068,6.091611751277,6.05206660345086,6.04284290553607,5.9700898369766,6.00396980445204,5.95276800938419,5.95285527306615,5.91042654356263,5.91609172391333,5.97651721689598,6.0631708334994
Ptges,12.0154970679385,12.0949892110227,12.0707227698322,12.0360315242371,11.9143474900812,11.9169401895094,11.8515174263802,12.3699956567976,12.3760160355912,12.3976897773534,12.4978037860777,11.999860011959
Slc35c2,9.79201585512458,9.74750821213069,9.79802482817616,9.84710858594054,9.7594331482252,9.73582742816198,9.73678400271831,9.8109308894151,9.81714323530807,9.79023233932583,9.74019200700511,9.72113785112427
Mafb,10.3827153979423,10.2899794533114,10.3863771459754,10.2638464586676,10.2443689845592,10.3983838003786,10.320339532256,9.70227092227637,9.7249653523742,9.47455284389084,9.67512779932117,10.1743274700261
Slc35c1,8.92543533004137,8.8570720073572,8.97308379832203,8.94228189555269,8.89882673760138,8.85681548620052,8.88621604793943,9.02810216610663,9.10690886294695,9.03290832338297,9.03430966441341,8.90927011175753
Grem1,6.10904368341298,6.1020125601645,6.69505876222807,6.68576827631276,5.87937125946718,6.17663840132014,6.38208979125506,8.38909922328873,8.80285435748818,7.91254101357166,7.71638010955204,6.28609527041815
Ss18l1,7.76786949475205,7.6919770003744,7.68409699109508,7.73159985050406,7.82706496222787,7.78206856147263,7.77987658647956,7.83106956096167,7.77699680417645,7.82987321421101,7.7845623297951,7.697099711065
Nup214,10.5401286770312,10.4784498641231,10.4842731245683,10.5038645869156,10.5566568667061,10.5411621642797,10.5058209379942,10.4975749025255,10.5722010824137,10.5818725243949,10.5976222883331,10.5696042336862
Pip4k2a,8.91289216030287,8.94209141320671,8.99396515847735,9.03794846974904,9.02101349968139,9.10182615746443,9.03037005552083,8.94978675138809,8.94948806081464,8.81680165776096,8.84427444843288,9.04991406201178
Atp5c1,11.3634631409063,11.4067639955157,11.4600469912104,11.3789616546654,11.3967706267527,11.3835258539783,11.4599120108162,11.6243924111275,11.5885947612345,11.5485565383143,11.5532557180214,11.4042738314691
Ntng2,9.07636707534828,9.07815303379034,9.14269250316312,9.24736649426816,9.07628299718268,9.07583777290163,8.90760535723668,8.75228439863166,8.7676762950336,8.70358204994187,8.76714047450178,9.09346085202668
Slc23a2,11.2756602506884,11.325652273693,11.3297068762323,11.2766495282427,11.3003396827752,11.2524579339111,11.273276770525,11.1912597544214,11.2138876141713,11.2577147604961,11.2899532718718,11.3729595655296
Trdmt1,7.92216039749917,8.01429983296362,7.89990177825717,7.81484081247461,7.97997718630434,7.8666895915116,7.97705735326742,7.92137174627812,7.77371148569698,8.00139713519617,7.97609033922291,7.92445636118766
BC052040,7.18033303466323,7.0694515300746,7.05087413866573,7.08081932573764,7.10726693951696,7.07504574928338,7.14338474085797,7.14914117741469,7.21268816092526,7.26348674256771,7.16520256392122,7.0599324184389
Snord12,4.14380138739086,4.14754858270315,4.11829822551551,4.14318588704658,4.14927125457373,4.1343846163137,4.09718502258473,4.1248432483572,4.08333836236721,4.12747535781488,4.13978729001277,4.11151356389602
Ccbl1,7.65103965833333,7.6682885267914,7.6033128820166,7.8347366615472,7.62105828914607,7.63514355291216,7.49867001056614,7.49990613937116,7.4997473584195,7.55063773942822,7.45568750224364,7.63814837665248
Pdia3,14.4647871840335,14.5457438189151,14.6035231038975,14.4261073913709,14.3986502784846,14.4583209079032,14.6261703028956,14.6924009769067,14.7551090978751,14.637659183474,14.6472255010082,14.5423150343346
1500011K16Rik,7.89513695425937,7.85457757954002,7.79144302335031,7.91649573492344,7.86366791180239,7.84626359117133,7.83029875727386,7.77694787985903,7.73303966901172,7.81357854583249,7.70449066815683,7.77920032623572
Dusp19,7.4115205006301,7.43311492053223,7.39602914958939,7.42533819625306,7.3907049784305,7.3688752324414,7.46209493888354,7.5198888158595,7.46387225820965,7.52278777514159,7.40025902203578,7.35628284068278
Rpl7a,13.4847017069801,13.5250369665019,13.589723538769,13.5807436484861,13.5196373805652,13.5343945190111,13.5834299839301,13.8537125347716,13.8707365839256,13.7912928732127,13.7512372985765,13.576996689241
Bmi1,9.57079624029655,9.6026301758002,9.47600690588932,9.5240055267791,9.53744817362396,9.56317201042538,9.58774677547366,9.66424295117509,9.62309763864027,9.72399707174974,9.65142368581167,9.52813679659279
Gm14295,7.6540066530666,7.76734763890698,7.63681965258676,7.61885667015429,7.69169903086147,7.61802569423118,7.72404187387872,7.82952741187283,7.70885506879176,7.91305639174227,7.8250031945272,7.68436767362078
Pax1,6.22009024862299,6.28349063458714,6.29771576779607,6.39468426814556,6.29178889265777,6.29967606089826,6.19921532172267,6.14298798686093,6.13541705390672,6.11330475245731,6.1167969912834,6.34761834566771
Pfkfb3,12.6704303193722,12.682848771215,12.3884249035185,12.4221764781374,12.6515609540981,12.3973254186383,12.6152559689457,12.2784003351783,12.0887730737454,12.6374324769016,12.3857503519754,12.4743521445079
Bahd1,9.63606609530114,9.55048589624114,9.64729866460218,9.71030337480721,9.65891841575286,9.71706163589254,9.59773982433236,9.68631371388919,9.7478438325047,9.59288784400398,9.64920494535913,9.63486833530836
Nr1h3,11.3812105870826,11.3769511961957,11.4176785051763,11.3876022139055,11.3967204514015,11.3592178517432,11.2497452494651,11.2886528642824,11.1798324883539,11.1766077790316,11.3161566725804,11.283640684586
Slc20a1,9.87354742616923,9.89370053527989,9.82638975407475,9.87567007869478,9.83657731260002,9.84161599186856,9.8930070287055,10.3325297028503,10.2572486601921,10.3195207621287,10.2188494006717,9.78144937905252
Tcea2,7.33994375229019,7.44274992993508,7.42925819045106,7.47350893743059,7.33027128355043,7.34678848286444,7.26327311926074,7.29750182595545,7.27797803549218,7.27495257566219,7.31421719228636,7.41355367073205
Tm9sf4,11.6265019392863,11.63290199143,11.6859353156598,11.606432999467,11.6384876869139,11.6400064407466,11.6752845859263,11.7120747873368,11.7451209215523,11.6905688434898,11.7347930145029,11.6779338732731
Capn3,5.62990415604896,5.56610315190095,5.56233746983006,5.59638435828394,5.60328395994107,5.5583766350461,5.5120669742024,5.43176253332883,5.39842908947002,5.44710209643589,5.4593648688257,5.50614951193424
Blcap,10.0277761832205,9.94705977640094,10.020864215133,9.95405675205323,10.0106594948365,9.94897551245645,9.98251978005231,10.0730655061795,10.0988959010339,10.086775444682,10.1200386401659,9.9557734828714
Pced1a,9.8284804441809,9.80341562658496,9.82326799090335,9.85985993179161,9.76487354614665,9.68923754137213,9.64305033578466,9.72290723717213,9.6800049022411,9.73578854269723,9.74538380739644,9.69690639361967
Rrbp1,13.7473980810432,13.6526404594318,13.7475550349137,13.6574812149821,13.7442427030241,13.6382549097664,13.7020119449945,13.9137153150546,13.957472897021,13.9685461147968,13.9948628995002,13.6932426633789
Eif3j2,10.3344128572654,10.253297070609,10.2228142642619,10.224340344627,10.3990995894377,10.4339338675538,10.4335977873416,10.4931838332168,10.4396906469831,10.4353391752142,10.4341491750613,10.2644906165476
Eif3j1,4.96333397938616,4.97087144623776,4.94563419923286,5.02089417642232,4.9857295369636,4.95455599951154,4.95955533461753,4.9641793392794,4.9220827421819,4.97849352663885,4.89823421434342,4.9511704067177
Dhx35,8.93138870741723,9.01853354653018,9.00413861180398,8.93190522025674,8.86524905342647,8.8635120897084,8.89268129766964,8.89545775445358,8.89330364995875,8.90943554840302,8.95249973198902,8.95023978804458
Ccdc3,7.12941270758097,6.92515102838419,6.99036726351963,6.87223918490802,7.25350500363948,7.25517751990931,7.41380075735392,7.02791179512577,7.07892157573599,7.01203282433072,6.97153766549771,7.10025310505292
Plxdc2,15.1538718516078,15.1235469856587,15.0928406825694,15.0417301694598,15.1161222432929,15.0549743603054,15.120622233243,14.5865963540086,14.563327012039,14.6551811981158,14.6406438382878,15.0625280353742
Slpi,4.8861048238317,5.04722359212897,4.98204239397226,4.97299454472863,4.79387151363949,4.91740355913535,4.81577632787787,5.11619080159928,5.12959053096373,5.07123968362458,5.1819147641257,4.96839001130121
Mrc1,4.22834377230053,4.25059844296553,4.18229187294215,4.21698795187734,4.18960804789912,4.17312324128485,4.1828741443254,4.20936271593957,4.18527915032867,4.27007052696633,4.22562354499059,4.18777915295322
Chac1,2.84413531219117,2.81993124886009,2.8464478633616,2.82411938065815,2.81608804986492,2.82325613966642,2.8236575287171,2.85949737409598,2.91787163931297,2.88418693500996,2.90611402866273,2.85025825175083
Neurl2,5.74094471762118,5.69938231372204,5.70932326709954,5.74642040106921,5.72462020718382,5.67221748687131,5.71125910667786,5.77229885346532,5.80790088758241,5.85036265451742,5.7742239007412,5.71865983740176
Arfgef2,10.5964277934621,10.6309696327999,10.5915952307817,10.5974311786567,10.5391852669543,10.6022823357895,10.5885073339166,10.5618237713681,10.6264189021349,10.6026962353179,10.6106352893157,10.6383222370589
Slc52a3,5.0153170904915,5.00533202705679,5.02895534745585,5.05713606803345,5.07315058543916,4.96717863259554,5.05799320754457,5.04570585732586,5.02821235854805,5.11056099099261,4.99156569546598,5.04567202322665
1700029I15Rik,3.53164720881838,3.60259896169932,3.5519332451979,3.60352044914003,3.5551729096658,3.59086889097149,3.55344695007302,3.57011807108143,3.52831277936554,3.54328251456127,3.5291172515176,3.58431937083084
Gid8,10.5434634803019,10.5244365851812,10.5517951462644,10.5333426131343,10.5328909267494,10.4714918913472,10.5789941607949,10.6034165863319,10.6040203832079,10.6380608575268,10.5490111212093,10.5144678285047
Mapkap1,10.5933505603744,10.6411383808615,10.6642493873247,10.6107625048041,10.6026860191053,10.6421131191243,10.6521238348615,10.6696932987697,10.6930005233669,10.6304624168846,10.673938583668,10.6737810641896
Gatm,4.48989379819046,4.5357780990347,4.54418274103282,4.48636549758591,4.45217143818519,4.45248877459427,4.50482365411519,4.5297908451636,4.56981089093785,4.56108891253065,4.56657127645665,4.53807578480368
Polr1b,9.042405709644,8.98009918535269,9.03744137196469,9.02206909540665,9.05314078530701,9.03155739423004,9.02626772020985,9.13214780369127,9.15783124671635,9.12207245118132,9.14273440175955,9.01651770404077
